Date,Open,High,Low,Close,Volume,Pips,Percent
01 Jan 2008 16:00,1469.6,1473.9,1440.3,1450.5,15703,-191000.0,-1.2997
02 Jan 2008 16:00,1450.8,1456.1,1442.5,1449.7,15276,-11000.0,-0.0758
03 Jan 2008 16:00,1449.4,1454.7,1409.5,1414.2,19513,-352000.0,-2.4286
06 Jan 2008 16:00,1414.2,1424.2,1402.1,1413.8,20142,-4000.0,-0.0283
07 Jan 2008 16:00,1413.6,1429.8,1385.3,1389,20111,-246000.0,-1.7402
08 Jan 2008 16:00,1389.3,1408.8,1377.5,1406.8,22308,175000.0,1.2596
09 Jan 2008 16:00,1406.6,1428.3,1394,1411.6,22816,50000.0,0.3555
10 Jan 2008 16:00,1411.9,1415.9,1392.8,1400.6,21815,-113000.0,-0.8003
13 Jan 2008 16:00,1401.3,1416.8,1351.8,1413.6,16722,123000.0,0.8778
14 Jan 2008 16:00,1413.8,1415.3,1366.9,1366.9,21514,-469000.0,-3.3173
15 Jan 2008 16:00,1367.2,1390.4,1362,1371.7,24476,45000.0,0.3291
16 Jan 2008 16:00,1371.5,1382.5,1327.5,1336,25272,-355000.0,-2.5884
17 Jan 2008 16:00,1335.8,1354,1309.5,1319.2,26072,-166000.0,-1.2427
20 Jan 2008 16:00,1321.6,1325.4,1250.5,1259.5,15004,-621000.0,-4.6988
21 Jan 2008 16:00,1259.3,1318.8,1249.8,1295.7,38391,364000.0,2.8905
22 Jan 2008 16:00,1296,1341.8,1256.2,1337.4,34895,414000.0,3.1944
23 Jan 2008 16:00,1337.6,1354.7,1327.5,1354.4,28043,168000.0,1.256
24 Jan 2008 16:00,1354.2,1364.7,1322.6,1327.9,23875,-263000.0,-1.9421
27 Jan 2008 16:00,1330.6,1352.6,1305,1347.3,23971,167000.0,1.2551
28 Jan 2008 16:00,1347.6,1361.4,1344.9,1355.9,18553,83000.0,0.6159
29 Jan 2008 16:00,1355.7,1382.2,1339.8,1341.1,19029,-146000.0,-1.0769
30 Jan 2008 16:00,1340.8,1382,1326.7,1369.1,28146,283000.0,2.1107
31 Jan 2008 16:00,1368.8,1392.8,1366.4,1391.3,23517,225000.0,1.6438
03 Feb 2008 16:00,1392.1,1395.1,1372.7,1373,16234,-191000.0,-1.372
04 Feb 2008 16:00,1372.7,1376.5,1333,1338.7,22092,-340000.0,-2.4769
05 Feb 2008 16:00,1338.5,1348.7,1320.3,1321.3,21942,-172000.0,-1.285
06 Feb 2008 16:00,1321.1,1344.1,1308.5,1335.2,25440,141000.0,1.0673
07 Feb 2008 16:00,1335.4,1339.4,1316.8,1326.8,20591,-86000.0,-0.644
10 Feb 2008 16:00,1325.5,1338.5,1316.3,1332.6,19370,71000.0,0.5356
11 Feb 2008 16:00,1332.3,1359.6,1328.9,1346.9,20884,146000.0,1.0958
12 Feb 2008 16:00,1347.1,1366.7,1339.7,1361.2,19332,141000.0,1.0467
13 Feb 2008 16:00,1361.5,1367.7,1343.6,1346.3,19325,-152000.0,-1.1164
14 Feb 2008 16:00,1346.6,1353.6,1333.4,1347.4,17602,8000.0,0.0594
17 Feb 2008 16:00,1346.7,1365.2,1343.4,1364.7,3401,180000.0,1.3366
18 Feb 2008 16:00,1364.5,1366.5,1342.1,1350.1,18471,-144000.0,-1.0553
19 Feb 2008 16:00,1350.3,1361.7,1331.5,1355.4,20552,51000.0,0.3777
20 Feb 2008 16:00,1355.7,1366.2,1336.3,1342.1,18741,-136000.0,-1.0032
21 Feb 2008 16:00,1341.8,1354.6,1324.2,1352.7,19066,109000.0,0.8123
24 Feb 2008 16:00,1351.6,1372.9,1344,1368.9,17977,173000.0,1.28
25 Feb 2008 16:00,1368.7,1386,1361.3,1379.8,19756,111000.0,0.811
26 Feb 2008 16:00,1379.5,1387.3,1368.8,1378.6,17880,-9000.0,-0.0652
27 Feb 2008 16:00,1378.4,1379.1,1361,1361.8,18169,-166000.0,-1.2043
28 Feb 2008 16:00,1361.5,1364.5,1323.2,1332.9,20217,-286000.0,-2.1006
02 Mar 2008 16:00,1327.4,1333.9,1318.1,1332,20434,46000.0,0.3465
03 Mar 2008 16:00,1331.7,1335.2,1305.3,1328.8,22582,-29000.0,-0.2178
04 Mar 2008 16:00,1328.6,1343.4,1318.7,1334.2,20492,56000.0,0.4215
05 Mar 2008 16:00,1334.4,1341.4,1300.8,1308,21043,-264000.0,-1.9784
06 Mar 2008 16:00,1308.3,1316.1,1280.9,1292.2,23515,-161000.0,-1.2306
09 Mar 2008 16:00,1290.6,1298.4,1271.2,1273,20297,-176000.0,-1.3637
10 Mar 2008 16:00,1272.7,1323.5,1272.2,1323.5,23589,508000.0,3.9915
11 Mar 2008 16:00,1323.3,1333.3,1307.1,1309.1,19990,-142000.0,-1.0731
12 Mar 2008 16:00,1309.4,1321.7,1281.2,1311.5,19696,21000.0,0.1604
13 Mar 2008 16:00,1311.2,1333,1273.6,1291.3,16579,-199000.0,-1.5177
16 Mar 2008 16:00,1290.5,1311.8,1252.6,1278.1,15666,-124000.0,-0.9609
17 Mar 2008 16:00,1277.9,1332.5,1277.6,1331.2,8464,533000.0,4.1709
18 Mar 2008 16:00,1331,1342,1295.8,1296.3,7170,-347000.0,-2.6071
19 Mar 2008 16:00,1296.8,1330.5,1288.1,1323.2,17127,264000.0,2.0358
23 Mar 2008 16:00,1324.3,1359.8,1323.5,1349.3,16065,250000.0,1.8878
24 Mar 2008 16:00,1349,1357.8,1340.3,1349,18834,0.0,0.0
25 Mar 2008 16:00,1348.8,1349.3,1332.3,1334.3,16992,-145000.0,-1.075
26 Mar 2008 16:00,1334.1,1346.3,1325.1,1330.1,19498,-40000.0,-0.2998
27 Mar 2008 16:00,1329.8,1338.8,1312.4,1316.6,16829,-132000.0,-0.9926
30 Mar 2008 16:00,1317.4,1328.9,1308,1321.2,17205,38000.0,0.2884
31 Mar 2008 16:00,1321.4,1370.9,1314.2,1368.9,19442,475000.0,3.5947
01 Apr 2008 16:00,1369.2,1378.4,1361.4,1366.2,18517,-30000.0,-0.2191
02 Apr 2008 16:00,1366.4,1376.2,1358,1371.4,17047,50000.0,0.3659
03 Apr 2008 16:00,1371.2,1385.4,1362.7,1370.5,17605,-7000.0,-0.0511
06 Apr 2008 16:00,1371.3,1387.5,1365.5,1367.3,15930,-40000.0,-0.2917
07 Apr 2008 16:00,1367.5,1370.8,1360.8,1369,15223,15000.0,0.1097
08 Apr 2008 16:00,1369.3,1376,1349.8,1358.1,17098,-112000.0,-0.8179
09 Apr 2008 16:00,1358.3,1367.8,1349.8,1362.6,17429,43000.0,0.3166
10 Apr 2008 16:00,1362.8,1367.6,1330.4,1334.1,18456,-287000.0,-2.106
13 Apr 2008 16:00,1333.9,1335.9,1324.5,1330.2,15774,-37000.0,-0.2774
14 Apr 2008 16:00,1330.5,1343.2,1323.7,1340.7,15684,102000.0,0.7666
15 Apr 2008 16:00,1340.5,1371,1336.2,1369.2,16324,287000.0,2.141
16 Apr 2008 16:00,1369,1375,1357.2,1372.7,16687,37000.0,0.2703
17 Apr 2008 16:00,1373,1397,1368.7,1386,17255,130000.0,0.9468
20 Apr 2008 16:00,1387.8,1392.8,1379.5,1385.3,13206,-25000.0,-0.1801
21 Apr 2008 16:00,1384.8,1389,1369.6,1380.6,16011,-42000.0,-0.3033
22 Apr 2008 16:00,1380.8,1388.6,1371.6,1373.1,17043,-77000.0,-0.5576
23 Apr 2008 16:00,1373.3,1398.1,1367.4,1382.3,19438,90000.0,0.6554
24 Apr 2008 16:00,1382.1,1399.6,1379.4,1396.4,15827,143000.0,1.0347
27 Apr 2008 16:00,1397.7,1403.7,1392.7,1396.9,13069,-8000.0,-0.0572
28 Apr 2008 16:00,1396.7,1397.9,1386,1388.7,13139,-80000.0,-0.5728
29 Apr 2008 16:00,1388.5,1405.7,1381.5,1383.2,15669,-53000.0,-0.3817
30 Apr 2008 16:00,1383,1411.2,1382,1410.2,15831,272000.0,1.9667
01 May 2008 16:00,1410.5,1425.7,1405.3,1415,16454,45000.0,0.319
04 May 2008 16:00,1412.3,1415.5,1400.5,1407.8,12638,-45000.0,-0.3186
05 May 2008 16:00,1408.1,1421.8,1396.1,1420.6,16350,125000.0,0.8877
06 May 2008 16:00,1420.3,1422.8,1389.6,1394.4,16059,-259000.0,-1.8236
07 May 2008 16:00,1394.1,1402.1,1388.4,1388.9,16301,-52000.0,-0.373
08 May 2008 16:00,1388.6,1392.4,1380.9,1388.2,14693,-4000.0,-0.0288
11 May 2008 16:00,1387,1404.2,1385.5,1403.7,13387,167000.0,1.204
12 May 2008 16:00,1403.5,1410,1396,1402.2,15173,-13000.0,-0.0926
13 May 2008 16:00,1402,1420.7,1398,1406,14315,40000.0,0.2853
14 May 2008 16:00,1406.3,1424.8,1405.5,1422.5,14580,162000.0,1.152
15 May 2008 16:00,1422.3,1428.8,1414,1424.8,14957,25000.0,0.1758
18 May 2008 16:00,1424.6,1440.1,1421.1,1427.8,14003,32000.0,0.2246
19 May 2008 16:00,1428.1,1428.6,1408.4,1415.6,15809,-125000.0,-0.8753
20 May 2008 16:00,1415.4,1420.4,1387.4,1391.9,17789,-235000.0,-1.6603
21 May 2008 16:00,1391.7,1398.9,1389.7,1392.2,16972,5000.0,0.0359
22 May 2008 16:00,1392.4,1394.4,1372.2,1373.4,14675,-190000.0,-1.3646
25 May 2008 16:00,1373.7,1377,1372,1374.3,1084,6000.0,0.0437
26 May 2008 16:00,1374.5,1387.3,1370,1384.5,14183,100000.0,0.7275
27 May 2008 16:00,1384.3,1392.8,1377.3,1389.5,16478,52000.0,0.3756
28 May 2008 16:00,1389.3,1406.5,1386.3,1398.3,15118,90000.0,0.6478
29 May 2008 16:00,1398.6,1404.6,1394.6,1400.1,11191,15000.0,0.1073
01 Jun 2008 16:00,1400.6,1400.6,1377.1,1385.1,14371,-155000.0,-1.1067
02 Jun 2008 16:00,1385.4,1393.2,1368.9,1377.2,16085,-82000.0,-0.5919
03 Jun 2008 16:00,1376.9,1388.2,1370.7,1376.7,16685,-2000.0,-0.0145
04 Jun 2008 16:00,1376.9,1405.7,1375.7,1404.7,16105,278000.0,2.019
05 Jun 2008 16:00,1405,1410,1358.2,1358.5,19839,-465000.0,-3.3096
08 Jun 2008 16:00,1358.5,1371.3,1350.3,1362.5,17979,40000.0,0.2944
09 Jun 2008 16:00,1362.8,1367,1347,1355.1,18752,-77000.0,-0.565
10 Jun 2008 16:00,1355.3,1363.3,1334.8,1336.3,16931,-190000.0,-1.4019
11 Jun 2008 16:00,1336.6,1353.3,1330.8,1341.6,12915,50000.0,0.3741
12 Jun 2008 16:00,1341.3,1361.1,1336.9,1356.4,8822,151000.0,1.1258
15 Jun 2008 16:00,1356.4,1364.9,1349.2,1356.9,5291,5000.0,0.0369
16 Jun 2008 16:00,1356.7,1369.9,1349.2,1351.2,5072,-55000.0,-0.4054
17 Jun 2008 16:00,1351,1353.2,1332.7,1336.2,4317,-148000.0,-1.0955
18 Jun 2008 16:00,1336.5,1348,1330.5,1340.7,4037,42000.0,0.3143
19 Jun 2008 16:00,1341,1341.5,1314.5,1317.5,14806,-235000.0,-1.7524
22 Jun 2008 16:00,1320,1327,1313.8,1316.3,15543,-37000.0,-0.2803
23 Jun 2008 16:00,1316,1327.3,1304.8,1315.3,17941,-7000.0,-0.0532
24 Jun 2008 16:00,1315,1336.8,1314,1318.8,15183,38000.0,0.289
25 Jun 2008 16:00,1318.5,1319.8,1282.3,1284.1,20712,-344000.0,-2.609
26 Jun 2008 16:00,1284.3,1291.1,1272.1,1279.6,20325,-47000.0,-0.366
29 Jun 2008 16:00,1280.8,1291.3,1274.6,1283.9,17413,31000.0,0.242
30 Jun 2008 16:00,1283.6,1286.4,1260.4,1286.1,21791,25000.0,0.1948
01 Jul 2008 16:00,1285.9,1294.1,1260.4,1262.9,20387,-230000.0,-1.7886
02 Jul 2008 16:00,1262.6,1273.1,1251.4,1263.4,14947,8000.0,0.0634
03 Jul 2008 16:00,1263.1,1268.6,1255.9,1256.2,2083,-69000.0,-0.5463
06 Jul 2008 16:00,1258.2,1274.4,1240.2,1251.9,19824,-63000.0,-0.5007
07 Jul 2008 16:00,1251.7,1275.7,1235.9,1273.9,21927,222000.0,1.7736
08 Jul 2008 16:00,1274.2,1278.2,1244.5,1245.2,19235,-290000.0,-2.2759
09 Jul 2008 16:00,1245,1258.7,1236.5,1256.7,22611,117000.0,0.9398
10 Jul 2008 16:00,1256.5,1261.2,1225,1239.2,24809,-173000.0,-1.3768
13 Jul 2008 16:00,1239.7,1259.7,1224.2,1228.2,22088,-115000.0,-0.9276
14 Jul 2008 16:00,1228,1235.3,1200.3,1213.3,24872,-147000.0,-1.1971
15 Jul 2008 16:00,1213,1245.8,1202,1240.5,22795,275000.0,2.2671
16 Jul 2008 16:00,1240.3,1262.5,1237.5,1247.3,22650,70000.0,0.5644
17 Jul 2008 16:00,1247,1262.5,1240.5,1260,18778,130000.0,1.0425
20 Jul 2008 16:00,1258.8,1268.5,1249.3,1249.5,16228,-93000.0,-0.7388
21 Jul 2008 16:00,1249.3,1277.5,1246.8,1273.5,17159,242000.0,1.9371
22 Jul 2008 16:00,1273.3,1290.5,1272.3,1280.3,18915,70000.0,0.5498
23 Jul 2008 16:00,1280.5,1284.5,1250.6,1253.1,17816,-274000.0,-2.1398
